name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
NERF N-Strike Elite	Weii	2009	Shooter	Electronic Arts	930000	0	0	70000	6.7	12	4.5	6	EA Salt Lake	E10+
God of War: Ghost of Sparta	PSP	2010	Action	Sony Computer Entertainment	410000	350000	30000	210000	8.6	73	8.4	255	Ready at Dawn	M
SoulCalibur II	XB	2003	Fighting	Namco Bandai Games	780000	180000	30000	0	9.2	39	8.9	54	Namco	T
NFL GameDay 2001	PS	2000	Sports	Sony Computer Entertainment	560000	380000	0	70000	7.3	10	NA	NA	989 Sports	E
Dynasty Warriors 3: Xtreme Legends	PS2	2002	Action	Tecmo Koei	130000	100000	740000	30000	7.2	16	9.3	54	Omega Force	T
Rayman Origins	PS3	2011	Platform	Ubisoft	330000	490000	10000	170000	8.7	43	8.4	238	UBlart Montpellier	E10+
NFL Fever 2002	XB	2000	Sports	Microsoft Game Studios	740000	210000	0	40000	7.9	24	8.5	10	Microsoft Game Studios	E
Just Dance 2014	X360	2013	Misc	Ubisoft	720000	170000	0	100000	7.9	16	7.8	33	Ubisoft	E10+
NCAA Football 12	X360	2011	Sports	Electronic Arts	940000	0	0	60000	8.2	25	6.6	49	EA Sports	E
UFC Undisputed 3	X360	2012	Action	THQ	720000	200000	0	80000	8.5	60	7.6	88	Yuke's	T
Kirby: Mass Attack	DS	2011	Platform	Ninti	480000	60000	410000	50000	8.3	46	8.6	55	HAL Labs	E
Haze	PS3	2008	Shooter	Ubisoft	490000	330000	20000	150000	5.5	65	6.5	294	Free Radical Design	M
The Bouncer	PS2	2000	Action	Sony Computer Entertainment	300000	230000	380000	80000	6.6	20	8	35	DreamFactory	T
DiRT 2	PS3	2009	Racing	Codemasters	270000	520000	0	190000	8.7	63	8.2	94	Codemasters	T
Guitar Hero: Aerosmith	PS3	2008	Misc	Activision	730000	150000	0	110000	7	39	5	26	Neversoft Entertainment	T
Shadow The Hedgehog	GC	2005	Platform	Sega	760000	200000	0	30000	5.1	22	6.6	120	Sonic Team	E10+
EyePet	PS3	2009	Simulation	Sony Computer Entertainment	350000	520000	40000	80000	7	35	8.2	20	SCEE London Studio	E
Apollo Justice: Ace Attorney	DS	2007	Adventure	Capcom	280000	40000	640000	30000	7.8	48	8.1	84	Capcom	T
Ace Combat X: Skies of Deception	PSP	2006	Simulation	Namco Bandai Games	370000	300000	120000	190000	7.5	26	8.3	30	Project Aces	T
Dark Souls	X360	2011	Role-Playing	Namco Bandai Games	640000	270000	0	90000	8.9	66	8.4	1106	From Software	M
Cars: Race-O-Rama	Weii	2009	Racing	THQ	610000	290000	0	90000	5.8	7	NA	NA	Incinerator Games	E
Puzzler Collection	DS	2008	Puzzle	Ubisoft	160000	780000	0	40000	7.1	5	NA	NA	Route 1 Games	E
Midnight Club: LA Remix	PSP	2008	Racing	Take-Two Interactive	520000	270000	0	190000	7.9	26	8.7	43	Rockstar London	T
Pro Evolution Soccer 2008	PSP	2008	Sports	Konami Digital Entertainment	20000	530000	190000	250000	8	17	6.8	11	Konami	E
Littlest Pet Shop: Winter	DS	2008	Simulation	Electronic Arts	580000	310000	0	100000	NA	NA	NA	NA	Electronic Arts	E
FIFA Soccer 10	Weii	2009	Sports	Electronic Arts	230000	640000	0	110000	7.5	21	6.2	17	EA Sports	E
Tales of Graces f	PS3	2010	Role-Playing	Namco Bandai Games	280000	180000	450000	70000	7.7	55	8.2	336	Namco Bandai Games	T
Fallout 3	PC	2008	Role-Playing	Bethesda Softworks	20000	880000	0	80000	9.1	48	7.9	3450	Bethesda Game Studios	M
Marrison Party Advance	GBA	2005	Misc	Ninti	500000	190000	280000	20000	5.4	27	5.4	34	Hudson	E
Zoo Tycoon DS	DS	2005	Strategy	THQ	860000	30000	10000	80000	4.4	19	6.6	25	Altron	E
WWE SmackDown vs Raw 2008	Weii	2007	Fighting	THQ	380000	500000	0	110000	5.9	13	5.9	18	Yuke's	T
Dead Space 3	X360	2013	Action	Electronic Arts	640000	260000	0	80000	7.8	68	6.4	694	Visceral Games	M
Tom Clancy's Splinter Cell: Blacklist	X360	2013	Action	Ubisoft	570000	320000	10000	80000	8.2	58	7.5	383	Ubisoft Toronto	M
Madden NFL 10	PS2	2009	Sports	Electronic Arts	880000	0	0	100000	NA	NA	7.2	6	EA Tiburon	E
NBA 2K10	X360	2009	Sports	Take-Two Interactive	880000	20000	0	80000	8.2	46	7.6	34	Visual Concepts	E
NCAA Football 06	XB	2005	Sports	Electronic Arts	730000	210000	0	30000	8.7	38	8.3	27	EA Sports	E
Madden NFL 16	X360	2015	Sports	Electronic Arts	850000	20000	0	100000	NA	NA	5.1	12	EA Sports	E
Grand Steal Auto: San Andreas	PC	2005	Action	Take-Two Interactive	0	930000	0	40000	9.3	47	8.9	1841	Rockstar North	M
Madden NFL 08	PS3	2007	Sports	Electronic Arts	890000	0	0	80000	8.1	31	5.3	33	EA Tiburon	E
Fire Emblem	GBA	2003	Strategy	Ninti	490000	180000	290000	10000	8.8	31	9.2	144	Intelligent Systems	E
Brutal Legend	X360	2009	Action	Electronic Arts	620000	260000	0	90000	8.2	88	8	268	Double Fine Productions	M
Disney Infinity	PS3	2013	Action	Disney Interactive Studios	490000	320000	0	160000	7.5	21	5.9	47	Avalanche Software	E10+
Tamagotchi Connection: Corner Shop 2	DS	2006	Simulation	Namco Bandai Games	90000	10000	860000	10000	6.6	9	NA	NA	NanaOn-Sha	E
NHL 2004	PS2	2003	Sports	Electronic Arts	470000	370000	0	120000	8.5	19	7.6	53	EA Sports	E
Grand Steal Auto: Vice City Stories	PS2	2007	Action	Take-Two Interactive	780000	30000	30000	130000	7.5	37	7.9	67	Rockstar Leeds	M
Wheel of Fortune	Weii	2010	Misc	THQ	860000	40000	0	60000	NA	NA	7.6	5	THQ	E
FIFA Soccer 2005	XB	2004	Sports	Electronic Arts	330000	600000	0	40000	8.1	34	8.7	23	EA Canada	E
Mass Effect 3	PC	2012	Role-Playing	Electronic Arts	400000	440000	0	120000	8.9	23	5.5	5926	BioWare	M
Cars	DS	2006	Racing	THQ	850000	40000	0	70000	5.4	17	2.1	11	Helixe	E
Band Hero	Weii	2009	Misc	Activision	590000	290000	0	90000	7.9	20	6.6	15	Vicarious Visions	E10+
Skylanders: Spyro's Adventure	X360	2011	Action	Activision	530000	340000	0	100000	7.8	35	5.2	53	Toys for Bob	E10+
LEGO Star Wars II: The Original Trilogy	GC	2006	Action	LucasArts	750000	190000	0	30000	8.4	25	9.1	16	Traveller's Tales	E10+
Medal of Honor: Underground	PS	2000	Shooter	Electronic Arts	540000	370000	0	60000	8.6	16	9	44	Dreamworks Interactive	T
Dark Cloud 2	PS2	2002	Role-Playing	Sony Computer Entertainment	380000	250000	260000	70000	8.7	41	9.1	174	Level 5	T
Far Cry 3	PC	2012	Shooter	Ubisoft	220000	620000	0	120000	8.8	43	8.2	3183	Ubisoft Montreal	M
Evolve	PS4	2015	Shooter	Take-Two Interactive	360000	410000	50000	150000	7.6	46	4.3	894	Turtle Rock Studios	M
Dead Space 3	PS3	2013	Action	Electronic Arts	440000	360000	0	160000	7.6	37	6.4	522	Visceral Games	M
NHL 2001	PS2	2000	Sports	Electronic Arts	470000	370000	0	120000	8.5	22	8.1	9	EA Sports	E
Farming Simulator 2013	PC	2012	Simulation	Focus Home Interactive	0	810000	0	150000	6.5	12	7.5	111	Giants Software	E
Guitar Hero: Warriors of Rock	Weii	2010	Misc	Activision	470000	400000	0	90000	7.7	26	7.5	17	"Vicarious Visions, Neversoft Entertainment"	T
de Blob	Weii	2008	Platform	THQ	490000	370000	0	100000	8.2	48	8.6	73	Blue Tongue Entertainment	E
Shinobi	PS2	2002	Platform	Sony Computer Entertainment	360000	280000	220000	90000	7.1	33	7.9	43	Overworks	M
Mortal Kombat: Deadly Alliance	XB	2002	Fighting	Midway Games	770000	150000	0	40000	8.1	27	8.4	24	Midway	M
The Witcher 2: Assassins of Kings	PC	2011	Action	Namco Bandai Games	250000	560000	0	140000	8.8	76	8.5	4378	CD Projekt Red Studio	M
Sniper Elite V2	PS3	2012	Shooter	505 Games	380000	380000	60000	140000	7	21	6.9	92	Rebellion	M
Gangs of London	PSP	2006	Adventure	Sony Computer Entertainment	300000	430000	0	220000	5.2	47	6.7	18	SCEE London Studio	M
Marrison Tennis Open	3DS	2012	Sports	Ninti	260000	290000	340000	50000	6.9	58	6.9	110	Camelot Software Planning	E
PilotWings Resort	3DS	2011	Simulation	Ninti	400000	360000	130000	70000	7.1	64	7.4	88	Monster Games Inc.	E
My Weight Loss Coach	DS	2008	Sports	Ubisoft	300000	540000	0	110000	6.3	4	7.6	7	Ubisoft Montreal	E
Tom Clancy's Splinter Cell: Chaos Theory	PS2	2005	Action	Ubisoft	360000	450000	0	140000	8.7	29	8.6	53	Ubisoft Montreal	M
Sonic Unleashed	X360	2008	Platform	Sega	540000	320000	0	90000	6	50	7.8	238	Sonic Team	E10+
SpongeBob SquarePants: Battle for Bikini Bottom	GC	2003	Platform	THQ	740000	190000	0	30000	7.1	10	8.6	34	Heavy Iron Studios	E
PlayStation All-Stars Battle Royale	PS3	2012	Action	Sony Computer Entertainment	500000	270000	40000	150000	7.4	69	7.3	540	SuperBot Entertainment	T
Pro Evolution Soccer 2014	PS3	2013	Action	Konami Digital Entertainment	30000	410000	510000	0	7.8	39	4.1	303	Konami	E
Tom Clancy's Ghost Recon: Future Soldier	PS3	2012	Shooter	Ubisoft	410000	320000	90000	120000	7.9	18	6.9	156	Ubisoft Paris	M
Kessen	PS2	2000	Strategy	Electronic Arts	270000	210000	410000	70000	7.5	20	8.4	12	Koei	T
Driver: San Francisco	PS3	2011	Racing	Ubisoft	240000	520000	10000	180000	7.9	53	7.7	114	Ubisoft Reflections	T
Army of Two: The 40th Day	X360	2010	Shooter	Electronic Arts	620000	240000	0	90000	7.3	79	7.3	126	EA Montreal	M
Just Dance 2016	Weii	2015	Misc	Ubisoft	410000	460000	0	80000	NA	NA	NA	NA	Ubisoft	E10+
Skylanders: Trap Team	Weii	2014	Action	Activision	410000	460000	0	80000	NA	NA	NA	NA	Toys for Bob	E10+
Lost Planet 2	PS3	2010	Shooter	Capcom	290000	330000	200000	130000	6.8	56	6.9	62	Capcom	T
LEGO Pirates of the Caribbean: The Video Game	PS3	2011	Action	Disney Interactive Studios	360000	430000	0	160000	7.3	42	7.1	34	Traveller's Tales	E10+
NBA 2K16	X360	2015	Sports	Take-Two Interactive	790000	50000	0	100000	NA	NA	3.2	24	Visual Concepts	E
Killzone	PS2	2004	Shooter	Sony Computer Entertainment	790000	30000	0	130000	7	67	7.4	254	Guerrilla	M
The SpongeBob SquarePants Movie	GC	2004	Platform	THQ	730000	190000	0	30000	7.3	9	7.8	13	Heavy Iron Studios	E
Star Fox 64 3D	3DS	2011	Shooter	Ninti	480000	270000	130000	60000	8.1	65	8.2	231	Ninti	E10+
Castlevania: Lament of Innocence	PS2	2003	Action	Konami Digital Entertainment	460000	360000	0	120000	7.9	45	8.4	74	KCET	M
Tom Clancy's Splinter Cell: Blacklist	PS3	2013	Action	Ubisoft	340000	390000	60000	150000	8.4	27	7.7	314	Ubisoft Toronto	M
Skylanders: Spyro's Adventure	PS3	2011	Action	Activision	390000	390000	0	160000	7.7	18	4.8	42	Toys for Bob	E10+
Phantasy Star Portable	PSP	2008	Role-Playing	Sega	190000	60000	630000	50000	6.4	38	7.8	19	Alfa System	T
WWE SmackDown vs. Raw 2009	PS3	2008	Fighting	THQ	510000	300000	10000	120000	7.8	37	7	49	Yuke's	T
NCAA Football 10	X360	2009	Sports	Electronic Arts	870000	0	0	70000	8.3	26	6.7	37	EA Tiburon	E
Brutal Legend	PS3	2009	Action	Electronic Arts	540000	270000	0	130000	8.3	61	7.6	162	Double Fine Productions	M
Tony Hawk: RIDE	Weii	2009	Sports	Activision	690000	170000	0	80000	4.7	15	4.5	21	Buzz Monkey	E10+
Bully	PS2	2006	Action	Take-Two Interactive	750000	30000	40000	120000	8.7	69	9.1	293	Rockstar Vancouver	T
Prince of Persia: The Sands of Time	XB	2003	Action	Ubisoft	570000	330000	0	40000	9.2	41	7.8	72	Ubisoft	T
MLB 06: The Show	PS2	2006	Sports	Sony Computer Entertainment	780000	30000	0	130000	8.3	30	8.9	31	SCEA San Diego Studios	E
NHL 2003	PS2	2002	Sports	Electronic Arts	460000	360000	0	120000	7.9	20	6.8	18	EA Sports	E
Naruto Shippuden: Ultimate Ninja Storm 3	PS3	2013	Fighting	Namco Bandai Games	320000	320000	150000	150000	7.7	32	7.9	187	CyberConnect2	T
EA Sports UFC 2	PS4	2016	Sports	Electronic Arts	290000	490000	0	150000	7.9	38	6.2	157	EA Sports	T
The Sims 2	DS	2005	Simulation	Electronic Arts	810000	50000	0	70000	7	13	6.1	24	Griptonite Games	E10+
Tony Hawk's Pro Skater 4	XB	2002	Sports	Activision	590000	300000	0	40000	9	25	8.5	21	Neversoft Entertainment	T
Dragon Age: Inquisition	XOne	2014	Role-Playing	Electronic Arts	560000	280000	0	90000	8.5	28	6.9	703	BioWare	M
White Knight Chronicles: International Edition	PS3	2008	Role-Playing	Sony Computer Entertainment	330000	160000	360000	80000	6.4	77	7.5	213	Level 5	T
SingStar Abba	PS3	2008	Misc	Sony Computer Entertainment	270000	500000	0	160000	7	26	5.5	4	SCEE London Studio	T
Kirby: Planet Robobot	3DS	2016	Action	Ninti	280000	140000	470000	40000	8.1	71	8.7	87	HAL Labs	E
Guitar Hero: Metallica	Weii	2009	Misc	Activision	400000	430000	0	100000	8.5	20	8.6	17	Neversoft Entertainment	T
Teenage Mutant Ninja Turtles	GBA	2003	Action	Unknown	670000	250000	0	20000	7.1	16	8.8	8	Konami	E
Bayonetta	X360	2009	Action	Sega	510000	250000	90000	80000	9	86	8	597	PlatinumGames	M
MLB 07: The Show	PS2	2007	Sports	Sony Computer Entertainment	770000	30000	0	130000	8.3	25	8.6	19	SCEA	E
Cars	GC	2006	Racing	THQ	720000	190000	0	30000	7.1	21	7	5	Rainbow Studios	E
Kingdom Hearts Re:coded	DS	2010	Role-Playing	Square Enix	530000	90000	270000	50000	6.6	58	7	76	"Square Enix, h.a.n.d. Inc."	E10+
Operation Flashpoint: Dragon Rising	X360	2009	Shooter	Codemasters	360000	450000	20000	100000	7.7	47	7.8	112	Codemasters	M
Lego Batman 3: Beyond Gotham	PS4	2014	Action	Warner Bros. Interactive Entertainment	370000	400000	0	150000	7.3	43	7.1	75	TT Games	E10+
Wipeout: In The Zone	X360	2011	Misc	Activision	870000	0	0	60000	3.9	5	5.6	8	Activision	E10+
Brothers in Arms: Hell's Highway	PS3	2008	Shooter	Ubisoft	440000	340000	0	150000	7.6	48	8	70	Gearbox Software	M
The LEGO Movie Videogame	PS3	2014	Action	Warner Bros. Interactive Entertainment	330000	430000	20000	150000	8	5	6.8	12	TT Games	E10+
Assassin's Creed III	PC	2012	Action	Ubisoft	280000	530000	0	120000	8	21	6.2	1489	Ubisoft	M
Borderlands 2	PC	2012	Shooter	Take-Two Interactive	420000	410000	0	100000	8.9	38	8.2	2482	Gearbox Software	M
Teenage Mutant Ninja Turtles	PS2	2003	Action	Konami Digital Entertainment	450000	350000	0	120000	5.9	29	8.7	31	KCE Studios	E
Disney Magical World	3DS	2013	Adventure	Ninti	170000	200000	530000	30000	7.1	27	7.5	21	h.a.n.d. Inc.	E
NCAA Football 11	X360	2010	Sports	Electronic Arts	860000	0	0	60000	8.6	29	7.1	70	EA Tiburon	E
007: The World is not Enough	PS	2000	Action	Electronic Arts	510000	350000	0	60000	6.1	11	6.7	44	Black Ops Entertainment	T
Cars	Weii	2006	Racing	THQ	830000	30000	0	70000	6.5	13	NA	NA	Rainbow Studios	E
Monster High: Ghoul Spirit	DS	2011	Misc	THQ	690000	160000	0	70000	NA	NA	NA	NA	ImaginEngine	E
Phoenix Wright: Ace Attorney	DS	2005	Adventure	Capcom	440000	50000	390000	50000	8.1	53	9.2	203	Capcom	T
MLB 15: The Show	PS4	2015	Sports	Sony Computer Entertainment	680000	80000	0	170000	8	44	7.8	190	SCEA San Diego Studios	E
South Park: The Stick of Truth	PS3	2014	Role-Playing	Ubisoft	430000	340000	0	160000	8.5	31	8.5	575	Obsidian Entertainment	M
South Park: The Stick of Truth	X360	2014	Role-Playing	Ubisoft	580000	260000	0	90000	8.2	33	8.4	363	Obsidian Entertainment	M
MLB 12: The Show	PS3	2012	Sports	Sony Computer Entertainment	860000	0	0	60000	8.7	23	7.5	75	SCEA San Diego Studios	E
SpongeBob SquarePants: The Yellow Avenger	PSP	2006	Action	THQ	550000	210000	0	160000	4.8	9	6.4	13	Tantalus Interactive	E
Dante's Inferno	X360	2010	Action	Electronic Arts	630000	200000	20000	70000	7.3	71	7.7	224	Visceral Games	M
Weii Play: Motion	Weii	2011	Misc	Ninti	230000	420000	180000	90000	6	34	6.1	16	Ninti	E10+
WWE SmackDown vs. Raw 2009	X360	2008	Fighting	THQ	580000	260000	0	80000	7.9	47	7.1	34	Yuke's	T
Sonic Riders	GC	2006	Racing	Sega	710000	180000	0	30000	5.9	32	8	46	Sonic Team	E
Blue Dragon	X360	2006	Role-Playing	Microsoft Game Studios	300000	320000	210000	80000	7.9	56	7.8	161	"Mistwalker, Artoon"	T
Kung Fu Panda	Weii	2008	Action	Activision	500000	320000	0	90000	7	20	6.7	7	Xpec	E10+
EA Sports Active 2	PS3	2010	Sports	Electronic Arts	520000	270000	0	120000	7.8	20	5.4	14	EA Canada	E
Nickelodeon Fit	Weii	2010	Sports	Take-Two Interactive	760000	90000	0	60000	NA	NA	NA	NA	High Voltage Software	E
Knockout Kings 2002	PS2	2002	Sports	Electronic Arts	450000	350000	0	120000	7.6	23	8.1	12	Electronic Arts	T
Tom Clancy's EndWar	X360	2008	Strategy	Ubisoft	580000	240000	10000	90000	7.7	63	7.2	53	Ubisoft Shanghai	T
Xenoblade Chronicles	Weii	2010	Role-Playing	Ninti	430000	250000	160000	70000	9.2	59	8.9	950	Monolith Soft	T
Colin McRae Rally 2.0	PS	2000	Racing	Codemasters	20000	800000	20000	70000	9	13	8.7	31	Codemasters	E
Dynasty Warriors 7	PS3	2011	Action	Tecmo Koei	250000	130000	460000	60000	5.7	25	7.4	57	Omega Force	T
NBA 2K14	XOne	2013	Sports	Take-Two Interactive	700000	110000	0	90000	8.6	15	5.7	183	Visual Concepts	E
SSX	PS3	2012	Sports	Electronic Arts	350000	410000	20000	140000	8.1	38	6.8	110	EA Canada	E
Sonic Riders: Zero Gravity	Weii	2008	Racing	Sega	480000	320000	20000	90000	5.6	26	8.1	57	Sonic Team	E
Sonic Mega Collection Plus	XB	2004	Misc	Sega	610000	260000	0	40000	7.5	20	7.9	12	Sonic Team	E
Operation Flashpoint: Dragon Rising	PS3	2009	Shooter	Codemasters	230000	460000	50000	170000	7.6	42	6.5	53	Codemasters	M
Tiger Woods PGA Tour 2002	PS2	2002	Sports	Electronic Arts	440000	350000	0	120000	8	23	7.6	5	EA Sports	E
Lost Odyssey	X360	2007	Role-Playing	Microsoft Game Studios	450000	260000	110000	80000	7.8	68	8.3	432	Mistwalker	T
Street Fighter V	PS4	2016	Fighting	Capcom	400000	280000	80000	140000	7.7	80	3.4	1221	Capcom	T
Just Cause 3	XOne	2015	Action	Square Enix	440000	390000	0	80000	7.1	24	7	186	Avalanche Studios	M
MLB 2005	PS2	2004	Sports	Sony Computer Entertainment	440000	350000	0	120000	7.8	36	7.6	9	989 Sports	E
Marvel: Ultimate Alliance 2	X360	2009	Role-Playing	Activision	680000	150000	0	80000	7.3	75	7.3	82	Vicarious Visions	T
Burnout Revenge	PS2	2005	Racing	Electronic Arts	750000	30000	0	120000	9	52	8.8	114	Criterion Games	E10+
Crysis 3	X360	2013	Shooter	Electronic Arts	510000	310000	10000	80000	7.6	45	6.7	344	Crytek	M
Far Cry 4	X360	2014	Shooter	Ubisoft	450000	370000	0	80000	NA	NA	7	109	Ubisoft Montreal	M
The Witcher 2: Assassins of Kings	X360	2012	Action	Namco Bandai Games	480000	320000	20000	80000	8.8	82	8.3	818	CD Projekt Red Studio	M
Homefront	PS3	2011	Shooter	THQ	320000	390000	40000	150000	7	60	5.7	174	Kaos Studios	M
LEGO Jurassic World	PS4	2015	Action	Warner Bros. Interactive Entertainment	320000	420000	20000	140000	7	46	7	80	TT Games	E10+
The Elder Scrolls Online	PC	2014	Role-Playing	Bethesda Softworks	320000	510000	0	70000	7.1	64	5.7	2421	ZeniMax Media	M
Hot Shots Tennis	PS2	2006	Sports	Sony Computer Entertainment	170000	130000	550000	50000	7	44	8.1	8	Clap Hanz	E
MX vs. ATV Reflex	PS3	2009	Racing	THQ	520000	250000	0	120000	7.4	44	7.4	10	Rainbow Studios	E
Madden NFL 25	PS4	2013	Sports	Electronic Arts	630000	130000	0	150000	7.4	13	5.2	118	EA Sports	E
Sonic Heroes	XB	2003	Platform	Sega	410000	430000	10000	50000	7.3	28	7.6	34	Sonic Team	E
Spider-Man 3	PS2	2007	Platform	Activision	740000	30000	10000	120000	5	14	6.5	28	Vicarious Visions	T
James Bond 007: Agent Under Fire	XB	2002	Shooter	Electronic Arts	650000	220000	0	30000	7.1	16	7.5	15	Electronic Arts	T
LEGO Pirates of the Caribbean: The Video Game	DS	2011	Action	Disney Interactive Studios	340000	460000	0	100000	6.9	5	NA	NA	Traveller's Tales	E10+
LEGO Marvel Super Heroes	3DS	2013	Action	Warner Bros. Interactive Entertainment	420000	360000	40000	70000	6.1	4	5.2	11	TT Games	E10+
DJ Hero	PS3	2009	Misc	Activision	420000	340000	0	140000	8.6	53	7.8	49	FreeStyleGames	T
Skylanders: Trap Team	X360	2014	Action	Activision	540000	270000	0	80000	NA	NA	NA	NA	Toys for Bob	E10+
X-Men Legends	XB	2004	Role-Playing	Activision	620000	240000	0	40000	8.2	63	8.5	14	Raven Software	T
NBA Live 2005	XB	2004	Sports	Electronic Arts	810000	50000	0	40000	8.5	28	7.6	14	EA Canada	E
Harry Potter: Quidditch World Cup	PS2	2003	Sports	Electronic Arts	440000	340000	0	110000	6.8	21	6.6	27	Magic Pockets	E
LEGO The Lord of the Rings	Weii	2012	Action	Warner Bros. Interactive Entertainment	480000	340000	0	70000	NA	NA	7.2	21	TT Games	E10+
Madagascar	GBA	2005	Platform	Activision	620000	240000	0	30000	7.1	6	NA	NA	Vicarious Visions	E
Blitz: The League	PS2	2005	Sports	Unknown	740000	30000	0	120000	7.6	25	8	20	Midway	M
The Biggest Loser: Ultimate Workout	X360	2010	Sports	THQ	730000	100000	0	60000	6.8	11	NA	NA	Blitz Games Studios	E
Castlevania: Circle of the Moon	GBA	2001	Platform	Konami Digital Entertainment	600000	220000	50000	20000	9.1	22	8.5	59	KCEK	T
SOCOM 4: U.S. Navy SEALs	PS3	2011	Shooter	Sony Computer Entertainment	660000	110000	40000	80000	6.7	64	6.3	121	Zipper Interactive	M
Tiger Woods PGA Tour 06	PS2	2005	Sports	Electronic Arts	740000	30000	0	120000	8.3	29	6.2	16	EA Sports	E
FIFA Street	X360	2012	Sports	Electronic Arts	170000	620000	0	100000	7.7	47	6.7	58	EA Sports	E
Classic NES Series: The Legend of Zelda	GBA	2004	Adventure	Ninti	460000	170000	240000	20000	8.4	16	8.6	58	Ninti	E
Fire Emblem: The Sacred Stones	GBA	2004	Strategy	Ninti	420000	160000	300000	20000	8.5	38	9.1	132	Intelligent Systems	E
TouchMaster 2	DS	2008	Puzzle	Midway Games	300000	490000	0	100000	7.6	8	NA	NA	Midway Studios - San Diego	E
Killzone: Liberation	PSP	2006	Shooter	Sony Computer Entertainment	440000	270000	0	180000	7.7	56	8.3	80	Guerrilla	T
Finding Nemo	GC	2003	Action	THQ	690000	180000	0	20000	6.2	11	5.5	8	Traveller's Tales	E
Lego Batman 3: Beyond Gotham	X360	2014	Action	Warner Bros. Interactive Entertainment	480000	330000	0	80000	NA	NA	6.8	14	TT Games	E10+
NFL 2K2	PS2	2001	Sports	Sega	440000	340000	0	110000	8.5	16	7.5	6	Visual Concepts	E
Pure	PS3	2008	Racing	Disney Interactive Studios	420000	330000	0	140000	8.3	43	7.8	30	Black Rock Studio	E
Resistance: Retribution	PSP	2009	Shooter	Sony Computer Entertainment	270000	350000	50000	210000	8.1	67	8.1	84	Sony Bend	M
Call of War: World at War	DS	2008	Shooter	Activision	560000	250000	0	80000	7.5	12	7.8	20	n-Space	T
Tiger Woods PGA Tour 12: The Masters	PS3	2011	Sports	Electronic Arts	520000	250000	0	110000	8	41	7.3	17	Electronic Arts	E
FIFA Soccer 09 All-Play	Weii	2008	Sports	Electronic Arts	280000	510000	0	90000	8	18	8.4	22	EA Canada	E
LEGO Indiana Jones 2: The Adventure Continues	PS3	2009	Action	Activision	470000	290000	0	130000	7	25	7.1	16	Traveller's Tales	E10+
Fossil Fighters	DS	2008	Role-Playing	Ninti	830000	0	0	60000	7	17	7.9	15	RED Entertainment	E
NCAA Football 13	PS3	2012	Action	Electronic Arts	820000	0	0	70000	7.9	9	4.1	34	EA Tiburon	E
Samba De Amigo	Weii	2008	Misc	Sega	410000	370000	10000	90000	6.8	43	8.1	40	Gearbox Software	E
The Simpsons Game	PS3	2007	Action	Electronic Arts	380000	360000	0	150000	7.1	30	7.5	49	EA Redwood Shores	T
Call of War: Modern Warfare 2	PC	2009	Shooter	Activision	10000	790000	0	90000	8.6	40	4.2	6430	Infinity Ward	M
